,riskiness,principal,past_due_days,education,age,gender,money_in_checking_account,credit_history,credit_amount,money_in_savings,years_at_present_job,years_at_current_address,rent_housing,own_housing,free_housing,number_of_credits_at_this_bank,is_employed,number_of_dependents,is_foreign_worker,credit_score,num_friends,sentiment,steps,activity,nutrition,num_connections
4877,0,800.0,1.0,0.0,36,0,1.0,1.0,6468.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,618,330,0.015126437456761788,4336,549,4.817857873168551,127
4727,1,1000.0,75.0,0.0,53,0,0.0,1.0,5943.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,552,312,0.27962671995446875,7516,106,1.317988233082061,232
1509,0,1000.0,-1.0,1.0,28,0,0.0,3.0,1264.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,584,304,0.6759538242622262,7970,291,1.9193853650640351,249
1543,0,1000.0,1.0,2.0,24,0,0.0,1.0,1278.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,713,554,0.48363444114592957,6146,266,1.103056645397336,173
639,0,1000.0,-2.0,0.0,44,1,1.0,1.0,625.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,490,255,0.41085606617874026,5428,54,0.32638576508108696,179
5024,0,1000.0,1.0,0.0,26,1,1.0,1.0,7308.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,607,396,0.40675062434139775,4822,293,1.934374427669185,232
5119,0,1000.0,-14.0,0.0,49,0,0.0,1.0,7814.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,626,253,0.5458544255098796,7149,355,3.5997549669570743,148
4840,1,800.0,74.0,2.0,24,1,0.0,1.0,6350.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,635,623,0.6771470772969587,3878,194,0.08733571756035674,0
2151,0,1000.0,-4.0,1.0,37,0,0.0,1.0,1552.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,560,286,0.7392258828540735,5683,425,0.684444328873024,192
1085,1,1000.0,59.0,0.0,20,1,0.0,2.0,1024.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,494,560,0.3378275529890684,4230,316,4.919477628330325,237
4986,1,1000.0,59.0,2.0,52,0,0.0,3.0,7127.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,786,203,0.11355002045662788,6253,334,1.2057642062906653,0
5030,0,800.0,-1.0,1.0,32,0,0.0,1.0,7393.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,660,322,0.9282118102893504,5893,270,1.898583418359192,163
968,1,800.0,59.0,0.0,26,1,0.0,1.0,915.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,466,480,0.4720507637652127,6523,149,1.6163804125896424,230
1174,0,500.0,-1.0,0.0,41,0,0.0,3.0,1098.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,523,257,0.43457568811099967,7914,299,4.072597429090578,197
272,0,1000.0,1.0,0.0,28,0,2.0,3.0,2384.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,754,387,0.5676916653813336,7393,321,1.8299351933005181,0
4920,1,1000.0,52.0,1.0,20,1,0.0,1.0,6758.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,436,672,0.9873531003184366,6237,182,1.1650917904648195,206
4344,1,800.0,59.0,0.0,47,0,1.0,0.0,4241.0,1.0,2.0,4.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,507,225,0.7952190420869832,7562,253,3.8196058951938,150
2673,0,800.0,-10.0,0.0,33,0,0.0,3.0,2022.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,840,397,0.610946047561462,5359,260,0.25806021569782733,126
459,1,1000.0,60.0,1.0,33,0,1.0,1.0,1024.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,814,287,0.7279573233407266,5185,333,1.6939582849947443,121
1768,0,500.0,1.0,1.0,45,0,0.0,1.0,1374.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,770,281,0.5989625808278354,5074,335,1.910372249132436,192
2233,0,1000.0,-2.0,1.0,28,1,0.0,1.0,1595.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,450,341,0.7391587619191005,7296,345,4.7359819326571575,0
4160,0,1000.0,1.0,0.0,23,0,0.0,3.0,3850.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,471,639,0.7578343687431534,8106,425,0.5802140283658885,201
3594,0,1000.0,-10.0,1.0,54,0,0.0,2.0,2993.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,624,235,0.3025994971742838,4848,160,3.743034499850852,245
1402,0,800.0,1.0,0.0,42,0,0.0,3.0,1231.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,525,293,0.45432229526517653,6801,299,0.4453175683078525,200
3779,0,1000.0,7.0,0.0,29,0,0.0,1.0,3235.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,709,413,0.18567307911052156,5932,279,2.218924512913914,199
563,1,1000.0,75.0,1.0,25,0,1.0,0.0,433.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,760,360,0.4291675630566665,5461,372,2.3933463964018173,204
325,0,1000.0,2.0,1.0,28,0,0.0,2.0,1544.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,670,349,0.5395236911009129,3480,229,4.001816983406032,214
1305,1,1000.0,59.0,1.0,24,0,0.0,0.0,1198.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,648,607,0.9338750463571365,4725,373,3.717250063998439,198
2622,0,1000.0,-1.0,1.0,24,0,1.0,2.0,1965.0,0.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,612,672,0.13056580687758246,7608,418,1.5019221390050803,0
105,0,1000.0,-1.0,2.0,30,0,0.0,1.0,2964.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,699,271,0.8361716810426505,6151,591,4.540619030129184,156
4269,0,1000.0,-5.0,1.0,63,0,1.0,0.0,3990.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,785,81,0.9786173473671271,4308,390,0.45648935860047757,221
3268,1,800.0,58.0,0.0,28,0,0.0,1.0,2600.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,615,352,0.9532769489533826,5027,222,2.3497810064564986,169
2156,1,1000.0,59.0,0.0,41,0,0.0,0.0,1553.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,514,218,0.5500809279170871,6155,181,3.7038229573147556,0
2509,0,1000.0,1.0,1.0,28,0,1.0,1.0,1913.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,694,328,0.3428221623634079,4229,282,0.9715942603813027,208
537,0,1000.0,1.0,0.0,37,0,0.0,3.0,385.0,1.0,3.0,3.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,824,261,0.24676555386184573,5971,286,4.994177284932882,182
3853,1,1000.0,24.0,1.0,28,0,0.0,1.0,3386.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,492,361,0.875694151176317,7907,412,0.15164678119615915,263
2251,0,1000.0,-5.0,2.0,23,1,0.0,1.0,1603.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,494,0,0.24636427426751084,6168,393,2.1696402228376277,0
3733,0,800.0,1.0,0.0,25,0,0.0,1.0,3160.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,639,381,0.02764184912267542,6650,267,2.681548754437303,195
1363,1,1000.0,51.0,0.0,32,0,0.0,1.0,1216.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,594,361,0.1942346743971486,8099,336,3.348973027725299,132
3800,0,800.0,-5.0,0.0,54,1,0.0,3.0,3342.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,545,215,0.021502672015358604,6629,297,4.246868155572129,0
3510,1,800.0,59.0,0.0,25,1,2.0,1.0,2864.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,711,441,0.2943623471586081,6633,466,0.4719615466626115,153
3945,0,1000.0,1.0,0.0,41,1,0.0,1.0,3527.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,647,263,0.6483829485133152,7342,444,1.0429709293545497,195
2986,1,800.0,59.0,2.0,52,0,0.0,1.0,2303.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,641,258,0.6311278518333155,4758,418,4.32585567031945,269
4060,0,1000.0,2.0,1.0,49,0,0.0,2.0,3643.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,810,178,0.0787147524014794,7897,448,2.7547700609945274,170
3269,1,800.0,74.0,1.0,63,0,0.0,1.0,2600.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,419,93,0.19890291313904374,7825,160,2.5130765687013508,325
3687,1,1000.0,76.0,1.0,68,0,1.0,1.0,3092.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,830,131,0.7566388741307227,6996,174,1.7235096829591972,51
4122,0,1000.0,0.0,1.0,38,0,0.0,3.0,3777.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,455,265,0.45345399591693225,3775,329,4.298059669409277,167
5440,1,1000.0,60.0,0.0,45,0,1.0,1.0,14027.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,451,242,0.25440029594842717,4770,304,2.7566139636803633,178
3126,1,800.0,74.0,0.0,41,0,0.0,1.0,2406.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,769,284,0.05125739412425134,6137,171,0.42960853136372934,202
2937,0,1000.0,0.0,0.0,37,1,0.0,1.0,2255.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,529,259,0.9129567305032076,5008,303,1.554065300432469,231
3407,0,1000.0,-2.0,0.0,27,0,0.0,3.0,2751.0,0.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,507,275,0.44958859810744467,6185,413,3.723850076326765,241
1486,0,1000.0,-17.0,1.0,33,0,2.0,1.0,1258.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,805,357,0.4085957735848246,5435,315,2.09606708571917,197
2410,1,1000.0,59.0,1.0,34,1,0.0,1.0,1842.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,761,393,0.3569415077684327,7859,228,4.23252925967617,123
4202,1,1000.0,38.0,0.0,47,1,0.0,1.0,3914.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,479,251,0.009065710040913944,6968,169,2.8165912352061455,194
4368,1,800.0,76.0,1.0,37,0,0.0,3.0,4281.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,428,165,0.302383156473077,7547,389,4.46848659835713,170
2767,0,800.0,-3.0,2.0,38,1,1.0,1.0,2118.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,411,202,0.21356503740800226,3492,294,2.0450299143367667,219
5244,0,1000.0,-2.0,1.0,30,0,0.0,1.0,9055.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,531,352,0.3467108145086275,5388,487,2.674855015021795,171
4233,1,1000.0,59.0,1.0,28,1,0.0,1.0,3959.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,417,336,0.77161968763448,5868,464,2.7055428470744576,215
3939,0,1000.0,-2.0,2.0,26,1,1.0,1.0,3512.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,450,289,0.9700457375163553,5777,255,0.3825827351889649,179
174,0,1000.0,0.0,1.0,39,0,1.0,1.0,8471.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,409,197,0.45702166537275624,6818,331,4.430940696479902,125
3040,0,1000.0,0.0,0.0,23,0,1.0,2.0,2333.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,552,736,0.9878419865624658,6729,328,1.7899777518835347,227
4794,0,1000.0,-15.0,1.0,46,0,1.0,2.0,6204.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,480,204,0.34599824204411134,8276,228,0.7555760629075936,185
1001,0,1000.0,-10.0,0.0,42,0,0.0,2.0,932.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,829,245,0.6283417268824992,3116,176,2.176904016363416,153
4023,0,1000.0,1.0,1.0,23,1,0.0,0.0,3609.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,537,688,0.1054961219194056,4445,269,1.914846196076812,236
966,1,1000.0,59.0,0.0,29,1,0.0,1.0,915.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,503,0,0.24828212758844082,5683,338,0.5192495067517011,169
4824,0,1000.0,1.0,1.0,36,1,0.0,3.0,6304.0,0.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,791,225,0.14737137452192572,6020,188,4.258579839861255,163
2653,1,1000.0,59.0,1.0,29,1,0.0,1.0,1987.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,777,345,0.9539600695377063,5801,278,3.816983361041416,161
4274,1,800.0,59.0,0.0,66,0,0.0,1.0,4006.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,797,38,0.7643363154404827,6981,105,0.9098200994285832,126
4241,1,1000.0,59.0,0.0,23,0,0.0,3.0,3966.0,1.0,4.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,521,580,0.4309356110077588,7764,291,2.5405522958709863,210
273,0,1000.0,1.0,0.0,35,0,0.0,1.0,976.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,456,303,0.9644606944147273,5525,265,1.0300976462543354,200
5499,1,800.0,59.0,0.0,27,0,1.0,0.0,18424.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,613,296,0.7344758396761017,5380,284,1.1115663957383997,0
5459,1,800.0,59.0,1.0,30,0,1.0,0.0,14421.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,688,336,0.7230552440890708,5022,209,3.982380087594386,165
864,1,800.0,74.0,0.0,25,0,0.0,1.0,795.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,616,350,0.19129200742581898,6866,369,3.5642448822269346,0
3758,0,1000.0,0.0,1.0,23,1,1.0,1.0,3195.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,611,701,0.18969262992904257,5367,307,4.159061282532051,271
4670,1,1000.0,59.0,0.0,33,0,1.0,1.0,5595.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,836,405,0.6231281034877656,5267,386,2.6519279245378122,168
3187,0,1000.0,6.0,1.0,30,0,1.0,2.0,2503.0,2.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,695,300,0.26765333963413773,5868,306,4.750766680676834,123
859,0,500.0,2.0,0.0,23,1,1.0,1.0,790.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,686,0,0.8813902428594594,4636,423,0.3818793869075421,225
1080,0,800.0,-2.0,0.0,30,0,1.0,1.0,1007.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,499,344,0.42925584555312324,7585,270,0.3051021847586327,203
5437,0,800.0,-3.0,0.0,30,0,0.0,3.0,13756.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,754,414,0.6082259261089645,4851,281,4.580569769965833,179
1195,0,1000.0,1.0,1.0,50,0,1.0,1.0,1113.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,520,208,0.3871804104243164,5768,317,3.04819855817125,291
1227,0,1000.0,0.0,0.0,25,1,0.0,3.0,1138.0,1.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,708,294,0.06274741488284463,10131,294,1.1003388515906087,174
1213,0,1000.0,1.0,0.0,25,0,0.0,1.0,1126.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,766,370,0.13690064393118573,5247,374,2.6525223236759103,224
3735,1,800.0,29.0,0.0,30,0,0.0,0.0,3161.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,738,389,0.40030648900194443,6392,298,3.284136781773244,199
683,0,1000.0,0.0,0.0,50,0,0.0,3.0,666.0,4.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,822,174,0.007788803328004246,5957,323,2.889675931498546,285
2370,1,1000.0,59.0,0.0,40,1,0.0,2.0,1808.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,634,290,0.47951991123421234,6398,197,0.03507037709437111,148
1481,0,1000.0,1.0,0.0,33,0,0.0,1.0,1258.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,728,239,0.1199720965889931,5966,192,4.3775426317951975,223
2604,1,800.0,59.0,1.0,26,0,1.0,0.0,1953.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,611,335,0.5977035408465217,7493,309,4.3265687736991545,0
5490,1,1000.0,75.0,0.0,37,0,1.0,0.0,15945.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,683,285,0.0033591031347318667,4928,430,1.9802635219216635,199
54,0,800.0,-4.0,0.0,21,0,0.0,1.0,1743.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,752,646,0.7258097185182064,6179,353,3.3564205895916794,188
3614,0,1000.0,3.0,0.0,35,0,1.0,1.0,3017.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,466,348,0.7901125132496221,6312,215,0.37951654021759873,170
4769,0,1000.0,0.0,0.0,25,0,0.0,3.0,6110.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,457,0,0.7652852182014511,4885,244,2.010621623864348,237
3156,0,800.0,14.0,1.0,41,0,0.0,1.0,2445.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,672,213,0.6185787037282103,8971,325,3.2635804628862823,143
2405,1,1000.0,74.0,1.0,20,0,1.0,0.0,1837.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,613,704,0.6912039635914128,6955,293,1.4417855518520861,164
4788,1,800.0,59.0,1.0,49,1,0.0,0.0,6199.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,808,99,0.7530096407114079,4500,215,4.764041235018329,131
5390,1,1000.0,74.0,0.0,43,0,0.0,1.0,11998.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,546,252,0.7006814923178264,5696,335,0.5559896723168878,152
1376,0,1000.0,0.0,0.0,36,0,0.0,3.0,1221.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,801,266,0.2029817508248326,7521,283,3.7778057443240014,115
4026,0,800.0,1.0,1.0,31,1,1.0,3.0,3612.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,436,360,0.06524249079354061,6998,609,4.750607070200322,145
655,0,1000.0,1.0,2.0,20,1,0.0,1.0,640.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,715,618,0.533862706748953,6409,297,4.697703700494964,207
417,1,1000.0,59.0,0.0,25,0,0.0,0.0,14555.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,775,325,0.04897263211970038,6650,272,3.1819059521639748,253
3486,0,1000.0,2.0,1.0,33,0,0.0,3.0,2831.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,432,348,0.451233773311422,6570,355,3.1617573614755106,167
3192,0,1000.0,3.0,0.0,29,0,0.0,1.0,2507.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,573,393,0.2815464074845536,5540,371,4.232050563871665,289
4418,0,1000.0,-3.0,1.0,33,0,2.0,1.0,4473.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,702,413,0.31934134371374945,5818,354,3.0099370453194902,0
5415,1,800.0,76.0,1.0,32,1,1.0,1.0,12612.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,762,317,0.9238901623312483,4886,54,4.46518274860891,135
4878,1,1000.0,59.0,0.0,57,0,1.0,1.0,6468.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,712,2,0.5249653630302169,6010,20,3.370647766881794,270
4111,0,800.0,0.0,3.0,48,1,1.0,1.0,3758.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,656,288,0.45873076724734496,6594,236,0.5751812988281452,0
4252,0,1000.0,3.0,0.0,23,1,0.0,1.0,3973.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,738,703,0.536198047164331,4489,317,3.262187932218281,271
4340,1,1000.0,60.0,1.0,29,0,1.0,0.0,4241.0,1.0,2.0,4.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,424,253,0.6582000890155184,6473,228,0.7981611621020585,238
215,0,1000.0,0.0,0.0,29,1,0.0,3.0,926.0,1.0,3.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,696,404,0.9797619687518213,7480,221,2.3747197353230036,215
1978,0,1000.0,0.0,1.0,39,0,0.0,1.0,1474.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,829,277,0.35969082630310956,4459,286,4.976836012764988,167
4004,0,1000.0,-2.0,1.0,24,1,1.0,3.0,3590.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,670,637,0.5062299873459859,8073,275,1.554475228845058,193
1236,0,1000.0,1.0,0.0,23,1,1.0,3.0,1154.0,1.0,4.0,4.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,625,629,0.6376600548092756,6209,296,1.7294411672628325,192
567,1,1000.0,59.0,0.0,22,0,1.0,0.0,433.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,664,660,0.2564735333163789,5205,376,1.3367926309840084,194
1776,0,800.0,-1.0,2.0,26,1,0.0,1.0,1376.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,629,434,0.6352978274721222,4006,333,2.206339198899829,171
3359,0,1000.0,0.0,1.0,26,0,2.0,1.0,2687.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,617,424,0.5573156810697553,4332,513,2.303303821416431,244
2532,0,1000.0,2.0,2.0,30,0,0.0,1.0,1924.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,403,391,0.4656122332439733,7156,316,2.975277626244912,178
4497,0,800.0,-2.0,2.0,38,0,0.0,3.0,4716.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,409,220,0.10819832007077745,2577,310,1.6446324809006536,122
5071,1,1000.0,59.0,2.0,38,0,0.0,1.0,7511.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,436,234,0.49995905000035723,4681,397,2.1119541753214577,157
2879,0,1000.0,-3.0,0.0,52,1,0.0,1.0,2214.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,477,235,0.5626696692200104,8647,224,0.10791664431744175,0
3673,0,800.0,0.0,1.0,33,0,0.0,3.0,3077.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,824,335,0.19944333917397716,7918,284,1.765992538698737,165
4254,0,1000.0,1.0,1.0,55,0,0.0,1.0,3973.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,537,101,0.6578964018164195,6187,415,4.386250750681741,0
3564,0,1000.0,0.0,1.0,26,1,0.0,3.0,2957.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,691,377,0.7777278670252596,6357,393,1.326902443213938,242
3639,0,1000.0,-28.0,1.0,44,1,2.0,1.0,3049.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,437,308,0.8469206285803302,7208,138,3.4359157206988833,171
2287,0,800.0,7.0,1.0,38,0,0.0,1.0,1680.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,786,283,0.23683766369335257,5003,300,2.2776053814515826,0
406,1,800.0,56.0,0.0,34,0,1.0,1.0,626.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,796,389,0.09175643112378928,6226,407,1.3315098044354312,156
2272,0,1000.0,7.0,1.0,36,0,0.0,1.0,1657.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,718,243,0.44518238584867964,5499,215,4.205423229954276,0
3346,0,1000.0,-2.0,0.0,68,0,0.0,1.0,2679.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,448,8,0.08204686451414123,3150,94,1.7513947548198279,124
673,0,1000.0,0.0,0.0,33,0,0.0,1.0,660.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,478,424,0.15425831874513785,6056,283,2.0437666167740325,159
5249,0,1000.0,-3.0,1.0,33,0,1.0,2.0,9157.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,633,319,0.5355077544953752,6250,405,1.6637687956392293,177
2871,0,300.0,-6.0,0.0,33,0,0.0,1.0,2212.0,0.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,804,400,0.32594071056336804,5425,330,3.4942832670962254,235
1659,0,1000.0,0.0,2.0,34,0,2.0,3.0,1323.0,2.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,547,319,0.09401915998366472,3963,422,2.2419808770349388,98
2326,0,800.0,-3.0,0.0,33,1,0.0,0.0,1750.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,837,463,0.4736467781669006,4085,466,0.8607860086104152,154
3544,0,800.0,7.0,0.0,58,1,0.0,1.0,2910.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,846,258,0.8539219571323076,7567,193,1.1081502483769823,243
2428,0,800.0,5.0,0.0,58,0,0.0,3.0,1851.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,519,17,0.32675997380641364,5208,225,4.254460770515237,319
1152,0,1000.0,1.0,0.0,45,0,0.0,1.0,1076.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,766,161,0.8216118046736791,4760,201,4.041302039016803,216
